ec5_uuid,ec5_parent_uuid,created_at,uploaded_at,title,Distance,Stream,Species,Sex,lat_Location,long_Location,accuracy_Location,UTM_Northing_Location,UTM_Easting_Location,UTM_Zone_Location,Notes,15_Photo,Type,Carcass_Location,Predation,Length_Inches,Width_Inches,Carcass_Age,Spawning_Success,Adipose_Fin,Activity
04d892ec-f611-4b92-9b8a-3cf48ecc2497,c014dd85-a205-4508-abea-c7df83f0465b,2022-11-15T20:18:10.437Z,2022-11-15T22:26:01.000Z,"1630 Chum Dead",1630,"Piper's Creek",Chum,Female,47.711148,-122.372992,4,5284386,547032,10T,,,Dead,"In creek","Eye loss",22,4,"Greater than 24 hours",Unspawned,,
0d350371-17cd-46a0-9d76-abc775cda77f,c014dd85-a205-4508-abea-c7df83f0465b,2022-11-15T20:17:43.619Z,2022-11-15T22:36:55.000Z,"1920 Chum Live",1920,"Piper's Creek",Chum,Female,,,,,,,,,Live,,,,,,,,
42418bc6-5514-4d17-8c6b-d86e9ac451f5,c014dd85-a205-4508-abea-c7df83f0465b,2022-11-15T20:17:31.267Z,2022-11-15T22:36:53.000Z,"1920 Chum Live",1920,"Piper's Creek",Chum,Female,,,,,,,,,Live,,,,,,,,
81eecb3a-010d-493b-9d92-a4ffdd790abd,c014dd85-a205-4508-abea-c7df83f0465b,2022-11-15T20:17:18.608Z,2022-11-15T22:36:52.000Z,"1920 Chum Live",1920,"Piper's Creek",Chum,Female,,,,,,,,,Live,,,,,,,,
9eac6f39-0935-4fda-b8dd-b582da302912,c014dd85-a205-4508-abea-c7df83f0465b,2022-11-15T20:17:03.527Z,2022-11-15T22:36:49.000Z,"1920 Chum Live",1920,"Piper's Creek",Chum,Female,,,,,,,,,Live,,,,,,,,
be6ee12d-8dd7-4767-b68a-d5a9ad9d8fed,c014dd85-a205-4508-abea-c7df83f0465b,2022-11-15T20:16:55.020Z,2022-11-15T21:38:37.000Z,"1675 Chum Dead",1675,"Piper's Creek",Chum,Male,,,,,,,,,Dead,"In creek",Yes,26,5,"Greater than 24 hours",Spawned,No,
e17ad0aa-37bb-4d42-8e61-fd8f1c5c026e,c014dd85-a205-4508-abea-c7df83f0465b,2022-11-15T20:16:32.602Z,2022-11-19T05:12:57.000Z,"1900 Chum Live",1900,"Piper's Creek",Chum,Male,,,,,,,,,Live,,,,,,,,
9eb9df27-dae7-4b52-ba3e-fe29803d7a39,c014dd85-a205-4508-abea-c7df83f0465b,2022-11-15T20:15:11.289Z,2022-11-19T05:12:56.000Z,"1900 Chum Live",1900,"Piper's Creek",Chum,Male,,,,,,,,,Live,,,,,,,,
6b8d453d-3a01-4ee5-a29f-415735f318c7,c014dd85-a205-4508-abea-c7df83f0465b,2022-11-15T20:15:05.958Z,2022-11-15T22:36:48.000Z,"1900 Chum Live",1900,"Piper's Creek",Chum,Female,,,,,,,,,Live,,,,,,,,
91f5e388-263c-4a7b-b235-e45004459d0e,c014dd85-a205-4508-abea-c7df83f0465b,2022-11-15T20:14:54.174Z,2022-11-15T22:36:46.000Z,"1900 Chum Live",1900,"Piper's Creek",Chum,Female,,,,,,,,,Live,,,,,,,,
4cda2a39-e008-48f5-9f75-b3cb865fecdd,c014dd85-a205-4508-abea-c7df83f0465b,2022-11-15T20:14:53.248Z,2022-11-19T05:12:54.000Z,"1900 Chum Live",1900,"Piper's Creek",Chum,Male,,,,,,,,,Live,,,,,,,,
182de511-a47f-4270-87df-31e2bd96ab24,c014dd85-a205-4508-abea-c7df83f0465b,2022-11-15T20:14:42.775Z,2022-11-15T22:20:17.000Z,"1900 Chum Live",1900,"Piper's Creek",Chum,Female,,,,,,,,,Live,,,,,,,,
d2daf28b-7a39-4992-b850-799aa76e12ba,c014dd85-a205-4508-abea-c7df83f0465b,2022-11-15T20:14:35.060Z,2022-11-19T05:12:52.000Z,"1900 Chum Live",1900,"Piper's Creek",Chum,Male,,,,,,,,,Live,,,,,,,,
52c7e64d-134e-458d-80d8-956d3f6eb01f,c014dd85-a205-4508-abea-c7df83f0465b,2022-11-15T20:14:31.152Z,2022-11-15T22:20:16.000Z,"1900 Chum Live",1900,"Piper's Creek",Chum,Female,,,,,,,,,Live,,,,,,,,
a9883bd4-c6e2-4950-aa31-497995074fbc,c014dd85-a205-4508-abea-c7df83f0465b,2022-11-15T20:14:17.788Z,2022-11-15T22:20:14.000Z,"1900 Chum Live",1900,"Piper's Creek",Chum,Female,,,,,,,,,Live,,,,,,,,
e8904ddb-986c-4c5b-9263-e9a9b599819c,c014dd85-a205-4508-abea-c7df83f0465b,2022-11-15T20:14:07.924Z,2022-11-19T05:12:50.000Z,"1900 Chum Live",1900,"Piper's Creek",Chum,Male,47.711067,-122.37186,6,5284378,547117,10T,,,Live,,,,,,,,
4a91ffa5-3ac1-4e9c-bf0b-7453b505413b,c014dd85-a205-4508-abea-c7df83f0465b,2022-11-15T20:14:04.681Z,2022-11-15T22:20:12.000Z,"1900 Chum Live",1900,"Piper's Creek",Chum,Female,,,,,,,,,Live,,,,,,,,
2d609ec9-d271-40dc-bc1d-58264dc3bec6,c014dd85-a205-4508-abea-c7df83f0465b,2022-11-15T20:13:51.702Z,2022-11-15T22:20:10.000Z,"1900 Chum Live",1900,"Piper's Creek",Chum,Female,,,,,,,,,Live,,,,,,,,
032bb673-99a7-4673-bf74-683c663efc1a,c014dd85-a205-4508-abea-c7df83f0465b,2022-11-15T20:13:02.854Z,2022-11-15T21:38:35.000Z,"1700 Coho Dead",1700,"Piper's Creek",Coho,Male,,,,,,,,,Dead,"In creek",Unknown,20,4.5,"Greater than 24 hours",Unspawned,No,
b4a7bfa7-e8c4-420f-bca9-0d99a5f7067f,c014dd85-a205-4508-abea-c7df83f0465b,2022-11-15T20:12:05.100Z,2022-11-15T22:20:08.000Z,"1880 Chum Live",1880,"Piper's Creek",Chum,Female,,,,,,,,,Live,,,,,,,,
ab7a4f88-a4cc-40e4-9864-8044892fb59e,c014dd85-a205-4508-abea-c7df83f0465b,2022-11-15T20:11:52.653Z,2022-11-15T22:20:07.000Z,"1880 Chum Live",1880,"Piper's Creek",Chum,Female,,,,,,,,,Live,,,,,,,,
73b0fc86-86f9-4f61-a5c1-3e2a91365a46,c014dd85-a205-4508-abea-c7df83f0465b,2022-11-15T20:11:42.850Z,2022-11-19T05:12:48.000Z,"1880 Chum Live",1880,"Piper's Creek",Chum,Male,,,,,,,,,Live,,,,,,,,
378b0403-9b5f-4eb8-b968-6ca6580e2765,c014dd85-a205-4508-abea-c7df83f0465b,2022-11-15T20:11:40.438Z,2022-11-15T22:20:04.000Z,"1880 Chum Live",1880,"Piper's Creek",Chum,Female,,,,,,,,,Live,,,,,,,,
e0723a36-8612-48ad-8020-f8e0b47ea3b9,c014dd85-a205-4508-abea-c7df83f0465b,2022-11-15T20:11:27.735Z,2022-11-15T22:20:03.000Z,"1880 Chum Live",1880,"Piper's Creek",Chum,Female,,,,,,,,,Live,,,,,,,,
52ff7062-55dc-4b17-b653-f723d21e044b,c014dd85-a205-4508-abea-c7df83f0465b,2022-11-15T20:11:27.046Z,2022-11-19T05:12:47.000Z,"1880 Chum Live",1880,"Piper's Creek",Chum,Male,,,,,,,,,Live,,,,,,,,
11a4eb30-1ce8-4c39-9e79-44e0c8765a6c,c014dd85-a205-4508-abea-c7df83f0465b,2022-11-15T20:11:13.540Z,2022-11-15T22:20:01.000Z,"1880 Chum Live",1880,"Piper's Creek",Chum,Female,,,,,,,,,Live,,,,,,,,
cc21d41d-fc66-4db5-8e79-7c8ffbfc5579,c014dd85-a205-4508-abea-c7df83f0465b,2022-11-15T20:11:08.890Z,2022-11-19T05:12:45.000Z,"1880 Chum Live",1880,"Piper's Creek",Chum,Male,47.710738,-122.372192,9,5284341,547092,10T,,,Live,,,,,,,,
1dd0d508-f792-48f9-aa09-d228a233ea9a,c014dd85-a205-4508-abea-c7df83f0465b,2022-11-15T20:10:59.623Z,2022-11-15T22:19:59.000Z,"1880 Chum Live",1880,"Piper's Creek",Chum,Female,,,,,,,,,Live,,,,,,,,
43120278-67f3-4fd7-8e23-926bf3c49253,c014dd85-a205-4508-abea-c7df83f0465b,2022-11-15T20:10:44.794Z,2022-11-19T05:12:43.000Z,"1880 Chum Live",1880,"Piper's Creek",Chum,Male,,,,,,,,,Live,,,,,,,,
c50629a8-f4ea-4085-96e2-8d10c90084f7,c014dd85-a205-4508-abea-c7df83f0465b,2022-11-15T20:10:43.240Z,2022-11-15T22:25:59.000Z,"1575 Chum Dead",1575,"Piper's Creek",Chum,Male,47.711085,-122.373211,4,5284379,547016,10T,,,Dead,"In creek",No,27,6,"Greater than 24 hours","Partially spawned",,
b74ea9ba-ef28-4ba7-931d-8444667cda12,c014dd85-a205-4508-abea-c7df83f0465b,2022-11-15T20:10:31.450Z,2022-11-15T22:19:57.000Z,"1860 Chum Live",1860,"Piper's Creek",Chum,Female,,,,,,,,,Live,,,,,,,,
310a3c54-73ba-41ea-a7b4-11cd7ec228f7,c014dd85-a205-4508-abea-c7df83f0465b,2022-11-15T20:10:18.960Z,2022-11-15T22:19:56.000Z,"1860 Chum Live",1860,"Piper's Creek",Chum,Female,,,,,,,,,Live,,,,,,,,
6438e7bf-12e2-4eeb-80c8-56fe12eaed01,c014dd85-a205-4508-abea-c7df83f0465b,2022-11-15T20:10:06.253Z,2022-11-15T22:19:54.000Z,"1860 Chum Live",1860,"Piper's Creek",Chum,Female,,,,,,,,,Live,,,,,,,,
442d7697-6751-4a8d-accd-e7c065344c8b,c014dd85-a205-4508-abea-c7df83f0465b,2022-11-15T20:09:54.718Z,2022-11-15T22:19:52.000Z,"1860 Chum Live",1860,"Piper's Creek",Chum,Female,,,,,,,,,Live,,,,,,,,
d71ee9a1-8673-4615-b67f-9d6a8ec24356,c014dd85-a205-4508-abea-c7df83f0465b,2022-11-15T20:09:40.558Z,2022-11-15T22:19:50.000Z,"1860 Chum Live",1860,"Piper's Creek",Chum,Female,,,,,,,,,Live,,,,,,,,
6371798e-5678-4bc2-a0a7-2ed56b6a2654,c014dd85-a205-4508-abea-c7df83f0465b,2022-11-15T20:09:28.154Z,2022-11-15T22:19:49.000Z,"1860 Chum Live",1860,"Piper's Creek",Chum,Female,,,,,,,,,Live,,,,,,,,
fd7fd84a-c997-45e8-a92a-16c239ca395d,c014dd85-a205-4508-abea-c7df83f0465b,2022-11-15T20:09:15.811Z,2022-11-15T22:18:18.000Z,"1860 Chum Live",1860,"Piper's Creek",Chum,Female,,,,,,,,,Live,,,,,,,,
9ffc4e3a-79f9-4226-a8d6-39445ad59503,c014dd85-a205-4508-abea-c7df83f0465b,2022-11-15T20:09:11.309Z,2022-11-15T22:25:57.000Z,"1550 Chum Dead",1550,"Piper's Creek",Chum,Male,47.711148,-122.373365,5,5284386,547004,10T,,,Dead,"In creek",No,25.5,5,"12-24 hours",Spawned,,
08de96fa-7c83-43cb-8684-20efec6f9391,c014dd85-a205-4508-abea-c7df83f0465b,2022-11-15T20:08:59.652Z,2022-11-15T22:18:15.000Z,"1860 Chum Live",1860,"Piper's Creek",Chum,Female,,,,,,,,,Live,,,,,,,,
432fb8be-9024-4819-8675-3939099aca42,c014dd85-a205-4508-abea-c7df83f0465b,2022-11-15T20:08:09.743Z,2022-11-19T05:12:41.000Z,"1830 Chum Live",1830,"Piper's Creek",Chum,Male,,,,,,,,,Live,,,,,,,,
1a8e0063-8ea8-4782-95f3-e608e787c251,c014dd85-a205-4508-abea-c7df83f0465b,2022-11-15T20:07:56.236Z,2022-11-19T05:12:40.000Z,"1830 Chum Live",1830,"Piper's Creek",Chum,Male,,,,,,,,,Live,,,,,,,,
0472658f-b334-41a9-bbcf-ca74d5d2e864,c014dd85-a205-4508-abea-c7df83f0465b,2022-11-15T20:07:47.943Z,2022-11-15T22:25:56.000Z,"1530 Chum Dead",1530,"Piper's Creek",Chum,Male,47.711095,-122.373419,4,5284380,547000,10T,,,Dead,"In creek","Eye loss",24,4.5,"Greater than 24 hours",Spawned,,
f102190e-5046-4877-9cf5-484575e14b14,c014dd85-a205-4508-abea-c7df83f0465b,2022-11-15T20:07:42.608Z,2022-11-19T05:12:38.000Z,"1830 Chum Live",1830,"Piper's Creek",Chum,Male,,,,,,,,,Live,,,,,,,,
c8015d47-e5a1-4741-b2e2-480fb0a4db9e,c014dd85-a205-4508-abea-c7df83f0465b,2022-11-15T20:07:27.481Z,2022-11-19T05:12:36.000Z,"1830 Chum Live",1830,"Piper's Creek",Chum,Male,,,,,,,,,Live,,,,,,,,
1e6e7866-eb9e-42d4-8315-06290834b8c6,c014dd85-a205-4508-abea-c7df83f0465b,2022-11-15T20:07:16.710Z,2022-11-15T22:18:12.000Z,"1850 Chum Live",1850,"Piper's Creek",Chum,Female,,,,,,,,,Live,,,,,,,,
afa668e0-6925-429c-a6e6-b212cbfa18e2,c014dd85-a205-4508-abea-c7df83f0465b,2022-11-15T20:07:11.669Z,2022-11-19T05:12:34.000Z,"1830 Chum Live",1830,"Piper's Creek",Chum,Male,,,,,,,,,Live,,,,,,,,
0c73ea2e-a76e-41dd-8996-d7231e7f2dda,c014dd85-a205-4508-abea-c7df83f0465b,2022-11-15T20:07:03.493Z,2022-11-15T22:18:10.000Z,"1850 Chum Live",1850,"Piper's Creek",Chum,Female,,,,,,,,,Live,,,,,,,,
a73e4891-1ff0-4efd-b87d-d72d0da20761,c014dd85-a205-4508-abea-c7df83f0465b,2022-11-15T20:06:56.584Z,2022-11-15T21:38:33.000Z,"1720 Chum Dead",1720,"Piper's Creek",Chum,Male,,,,,,,,,Dead,"In creek",No,26,6,"Greater than 24 hours",Unspawned,No,
be4b00b6-63b8-45c4-a369-df332f4ebe53,c014dd85-a205-4508-abea-c7df83f0465b,2022-11-15T20:06:50.413Z,2022-11-19T05:12:32.000Z,"1830 Chum Live",1830,"Piper's Creek",Chum,Male,,,,,,,,,Live,,,,,,,,
6db18c04-88b0-4221-b78c-1dea9a8c675e,c014dd85-a205-4508-abea-c7df83f0465b,2022-11-15T20:06:46.885Z,2022-11-15T22:18:07.000Z,"1850 Chum Live",1850,"Piper's Creek",Chum,Female,,,,,,,,,Live,,,,,,,,
4aeea067-b54d-4dd3-8ef5-d73dd364f6f9,c014dd85-a205-4508-abea-c7df83f0465b,2022-11-15T20:06:34.270Z,2022-11-15T22:18:05.000Z,"1850 Chum Live",1850,"Piper's Creek",Chum,Female,,,,,,,,,Live,,,,,,,,
4066ae6d-ceb8-473f-bdd9-14e71f5bb853,c014dd85-a205-4508-abea-c7df83f0465b,2022-11-15T20:06:30.877Z,2022-11-19T05:12:31.000Z,"1830 Chum Live",1830,"Piper's Creek",Chum,Male,,,,,,,,,Live,,,,,,,,
c1542b88-b0ba-4655-abc6-92e380601733,c014dd85-a205-4508-abea-c7df83f0465b,2022-11-15T20:06:22.065Z,2022-11-15T22:18:03.000Z,"1850 Chum Live",1850,"Piper's Creek",Chum,Female,,,,,,,,,Live,,,,,,,,
131e1d51-6f44-4233-a844-df851474694c,c014dd85-a205-4508-abea-c7df83f0465b,2022-11-15T20:06:15.269Z,2022-11-19T05:12:29.000Z,"1830 Chum Live",1830,"Piper's Creek",Chum,Male,,,,,,,,,Live,,,,,,,,
87982610-bf32-4be9-bd41-9537e1b92dd3,c014dd85-a205-4508-abea-c7df83f0465b,2022-11-15T20:06:09.939Z,2022-11-15T22:18:00.000Z,"1850 Chum Live",1850,"Piper's Creek",Chum,Female,,,,,,,,,Live,,,,,,,,
2b488fa1-910d-47c9-90c5-a859992648bb,c014dd85-a205-4508-abea-c7df83f0465b,2022-11-15T20:06:01.000Z,2022-11-19T05:12:27.000Z,"1830 Chum Live",1830,"Piper's Creek",Chum,Male,,,,,,,,,Live,,,,,,,,
48fed280-d308-423a-8c5b-886428c0e1f3,c014dd85-a205-4508-abea-c7df83f0465b,2022-11-15T20:05:57.976Z,2022-11-15T22:17:58.000Z,"1805 Chum Live",1805,"Piper's Creek",Chum,Female,,,,,,,,,Live,,,,,,,,
c505f359-c44e-4857-bc85-f13da6ceeac8,c014dd85-a205-4508-abea-c7df83f0465b,2022-11-15T20:05:43.111Z,2022-11-15T22:17:55.000Z,"1850 Chum Live",1850,"Piper's Creek",Chum,Female,,,,,,,,,Live,,,,,,,,
385b3deb-0fe5-4b3a-852a-96c4e37deaa5,c014dd85-a205-4508-abea-c7df83f0465b,2022-11-15T20:05:42.233Z,2022-11-19T05:12:25.000Z,"1830 Chum Live",1830,"Piper's Creek",Chum,Male,,,,,,,,,Live,,,,,,,,
a5e13917-e3f2-4e91-81c0-3c252826b00d,c014dd85-a205-4508-abea-c7df83f0465b,2022-11-15T20:05:31.281Z,2022-11-15T22:17:53.000Z,"1850 Chum Live",1850,"Piper's Creek",Chum,Female,,,,,,,,,Live,,,,,,,,
d5c9f9ac-85ce-4e6a-871a-becbfc87d7bc,c014dd85-a205-4508-abea-c7df83f0465b,2022-11-15T20:05:17.039Z,2022-11-15T22:17:50.000Z,"1850 Chum Live",1850,"Piper's Creek",Chum,Female,,,,,,,,,Live,,,,,,,,
2c6519f8-989c-474b-a645-3983ec9b9c37,c014dd85-a205-4508-abea-c7df83f0465b,2022-11-15T20:05:11.756Z,2022-11-19T05:12:23.000Z,"1830 Chum Live",1830,"Piper's Creek",Chum,Male,,,,,,,,,Live,,,,,,,,
b3a3d293-294f-4902-9e1b-fa6be52389c3,c014dd85-a205-4508-abea-c7df83f0465b,2022-11-15T20:05:04.363Z,2022-11-15T22:17:48.000Z,"1850 Chum Live",1850,"Piper's Creek",Chum,Female,,,,,,,,,Live,,,,,,,,
085951e1-c44b-492e-8060-f43b27d76bde,c014dd85-a205-4508-abea-c7df83f0465b,2022-11-15T20:04:56.594Z,2022-11-19T05:12:21.000Z,"1830 Chum Live",1830,"Piper's Creek",Chum,Male,47.710851,-122.372229,5,5284354,547089,10T,,,Live,,,,,,,,
d6b421b1-4da2-4763-abdc-79edaf02cdb0,c014dd85-a205-4508-abea-c7df83f0465b,2022-11-15T20:04:52.318Z,2022-11-15T22:15:52.000Z,"1850 Chum Live",1850,"Piper's Creek",Chum,Female,,,,,,,,,Live,,,,,,,,
a480a50c-f813-4339-b9be-35e78725086e,c014dd85-a205-4508-abea-c7df83f0465b,2022-11-15T20:04:27.642Z,2022-11-15T22:25:54.000Z,"1480 Chum Dead",1480,"Piper's Creek",Chum,Male,47.711136,-122.373506,4,5284385,546993,10T,,,Dead,"In creek",No,24,6.5,"12-24 hours",Spawned,,
aa781239-2efc-42c6-ac6d-35a627516f18,c014dd85-a205-4508-abea-c7df83f0465b,2022-11-15T20:03:30.396Z,2022-11-15T21:38:31.000Z,"1720 Chum Dead",1720,"Piper's Creek",Chum,Male,,,,,,,,,Dead,"In creek",No,26,6,"Less than 1 hour","Partially spawned",No,
f8272bb9-e9f0-4b04-aa51-e32e6692fe1d,c014dd85-a205-4508-abea-c7df83f0465b,2022-11-15T20:02:02.760Z,2022-11-19T05:12:20.000Z,"1800 Chum Live",1800,"Piper's Creek",Chum,Female,,,,,,,,,Live,,,,,,,,
b2260957-7c12-4578-bf64-be6f34175d69,c014dd85-a205-4508-abea-c7df83f0465b,2022-11-15T20:01:48.743Z,2022-11-19T05:12:18.000Z,"1800 Chum Live",1800,"Piper's Creek",Chum,Male,,,,,,,,,Live,,,,,,,,
cd893c49-6f6d-41c7-8780-cbabc0b9a691,c014dd85-a205-4508-abea-c7df83f0465b,2022-11-15T20:01:32.341Z,2022-11-19T05:12:16.000Z,"1800 Chum Live",1800,"Piper's Creek",Chum,Male,47.711029,-122.372325,6,5284373,547082,10T,,,Live,,,,,,,,
f9fdb31c-b6e2-4cb9-8d96-a9823adfa896,c014dd85-a205-4508-abea-c7df83f0465b,2022-11-15T20:00:47.022Z,2022-11-15T22:15:51.000Z,"1800 Chum Live",1800,"Piper's Creek",Chum,Female,,,,,,,,,Live,,,,,,,,
db1ae43a-52ff-4513-be52-fb587ab56380,c014dd85-a205-4508-abea-c7df83f0465b,2022-11-15T20:00:34.546Z,2022-11-15T22:15:48.000Z,"1800 Chum Live",1800,"Piper's Creek",Chum,Female,,,,,,,,,Live,,,,,,,,
0dc09058-6f9b-49dc-a72e-600faaa661b1,c014dd85-a205-4508-abea-c7df83f0465b,2022-11-15T20:00:25.949Z,2022-11-19T05:12:14.000Z,"1785 Chum Redd",1785,"Piper's Creek",Chum,Unknown,,,,,,,,,Redd,,,,,,,,Active
8b97e58f-252d-4a82-a9fa-584841e10823,c014dd85-a205-4508-abea-c7df83f0465b,2022-11-15T20:00:21.682Z,2022-11-15T22:15:47.000Z,"1800 Chum Live",1800,"Piper's Creek",Chum,Female,,,,,,,,,Live,,,,,,,,
c7ce6ab6-f866-4489-a46b-a8374d89807f,c014dd85-a205-4508-abea-c7df83f0465b,2022-11-15T19:59:29.979Z,2022-11-19T05:12:11.000Z,"1785 Chum Redd",1785,"Piper's Creek",Chum,Unknown,,,,,,,,,Redd,,,,,,,,Active
aa8462e5-eb7d-4943-8005-18aa070c6676,c014dd85-a205-4508-abea-c7df83f0465b,2022-11-15T19:59:05.570Z,2022-11-19T05:12:09.000Z,"1785 Chum Live",1785,"Piper's Creek",Chum,Male,,,,,,,,,Live,,,,,,,,
60c602fb-aff8-4457-adba-70cba22502da,c014dd85-a205-4508-abea-c7df83f0465b,2022-11-15T19:58:52.892Z,2022-11-15T22:15:45.000Z,"1775 Chum Live",1775,"Piper's Creek",Chum,Female,,,,,,,,,Live,,,,,,,,
6b8982ba-7e35-4557-b9e4-077975495e93,c014dd85-a205-4508-abea-c7df83f0465b,2022-11-15T19:58:38.309Z,2022-11-19T05:12:07.000Z,"1785 Chum Live",1785,"Piper's Creek",Chum,Male,,,,,,,,,Live,,,,,,,,
9cb72069-9a6b-4fd9-8104-6f3320f64a60,c014dd85-a205-4508-abea-c7df83f0465b,2022-11-15T19:58:32.425Z,2022-11-15T22:25:52.000Z,"1400 Chum Dead",1400,"Piper's Creek",Chum,Female,47.711245,-122.37382,5,5284396,546970,10T,,,Dead,"On creek bank","Eye loss",25,4.5,"12-24 hours",Spawned,,
de12ac27-5e42-4f11-b11c-3ddfd49dab4c,c014dd85-a205-4508-abea-c7df83f0465b,2022-11-15T19:58:32.345Z,2022-11-15T22:15:44.000Z,"1785 Chum Live",1785,"Piper's Creek",Chum,Female,,,,,,,,,Live,,,,,,,,
cf0380fa-8bcd-4232-916c-adfd8f81b706,c014dd85-a205-4508-abea-c7df83f0465b,2022-11-15T19:58:24.581Z,2022-11-19T05:12:05.000Z,"1785 Chum Live",1785,"Piper's Creek",Chum,Male,47.710993,-122.372314,9,5284369,547083,10T,,,Live,,,,,,,,
d7a6cb19-f46a-433e-8729-74963d06f6d3,c014dd85-a205-4508-abea-c7df83f0465b,2022-11-15T19:58:17.199Z,2022-11-15T22:15:41.000Z,"1785 Chum Live",1785,"Piper's Creek",Chum,Female,,,,,,,,,Live,,,,,,,,
db5b248c-db2c-4d03-9f84-4015d1838fa3,c014dd85-a205-4508-abea-c7df83f0465b,2022-11-15T19:57:34.131Z,2022-11-15T22:15:40.000Z,"1775 Chum Live",1775,"Piper's Creek",Chum,Female,,,,,,,,,Live,,,,,,,,
2eadda33-08be-47cc-b380-916e2fa434fa,c014dd85-a205-4508-abea-c7df83f0465b,2022-11-15T19:57:21.183Z,2022-11-15T22:15:38.000Z,"1775 Chum Live",1775,"Piper's Creek",Chum,Female,,,,,,,,,Live,,,,,,,,
9009f387-b1ef-42b1-a249-8ee4e96cbbc5,c014dd85-a205-4508-abea-c7df83f0465b,2022-11-15T19:56:58.385Z,2022-11-19T05:12:03.000Z,"1775 Chum Live",1775,"Piper's Creek",Chum,Male,,,,,,,,,Live,,,,,,,,
fef49b95-8822-42c8-8489-1a10cad12f6d,c014dd85-a205-4508-abea-c7df83f0465b,2022-11-15T19:56:57.033Z,2022-11-15T22:15:36.000Z,"1775 Chum Live",1775,"Piper's Creek",Chum,Female,,,,,,,,,Live,,,,,,,,
9d5b6177-3572-4862-9cbc-5bc65af41e8c,c014dd85-a205-4508-abea-c7df83f0465b,2022-11-15T19:56:46.608Z,2022-11-15T22:25:50.000Z,"1400 Chum Dead",1400,"Piper's Creek",Chum,Male,47.711291,-122.373881,5,5284402,546965,10T,,,Dead,"On creek bank","Eye loss",26.5,7,"12-24 hours",Unspawned,,
10852d15-03b4-464a-9d83-d17a8f76c05d,c014dd85-a205-4508-abea-c7df83f0465b,2022-11-15T19:56:44.009Z,2022-11-15T22:15:34.000Z,"1775 Chum Live",1775,"Piper's Creek",Chum,Female,,,,,,,,,Live,,,,,,,,
af8c658c-3111-45fb-a4ad-e5e77f49e7f4,c014dd85-a205-4508-abea-c7df83f0465b,2022-11-15T19:56:37.782Z,2022-11-19T05:12:02.000Z,"1775 Chum Live",1775,"Piper's Creek",Chum,Male,,,,,,,,,Live,,,,,,,,
c918658f-22b4-4ac4-972a-6b1a29fef777,c014dd85-a205-4508-abea-c7df83f0465b,2022-11-15T19:56:30.819Z,2022-11-15T22:15:33.000Z,"1775 Chum Live",1775,"Piper's Creek",Chum,Female,,,,,,,,,Live,,,,,,,,
33d716a2-9d2a-46d9-b171-fb89b0a95618,c014dd85-a205-4508-abea-c7df83f0465b,2022-11-15T19:56:22.960Z,2022-11-19T05:12:00.000Z,"1775 Chum Live",1775,"Piper's Creek",Chum,Male,47.710965,-122.372552,6,5284366,547065,10T,,,Live,,,,,,,,
eac140d7-2e87-462c-a6a3-77f66e74fca8,c014dd85-a205-4508-abea-c7df83f0465b,2022-11-15T19:56:17.093Z,2022-11-15T22:15:31.000Z,"1775 Chum Live",1775,"Piper's Creek",Chum,Female,,,,,,,,,Live,,,,,,,,
5e36698f-d558-4ab8-828e-2fb2a7b7280c,c014dd85-a205-4508-abea-c7df83f0465b,2022-11-15T19:54:58.377Z,2022-11-19T05:11:58.000Z,"1720 Coho Live",1720,"Piper's Creek",Coho,Unknown,,,,,,,,,Live,,,,,,,,
967a6487-f8a4-4cf9-8894-e628e5701ef8,c014dd85-a205-4508-abea-c7df83f0465b,2022-11-15T19:54:39.965Z,2022-11-19T05:11:56.000Z,"1720 Coho Live",1720,"Piper's Creek",Coho,Unknown,47.710926,-122.372645,11,5284362,547058,10T,,,Live,,,,,,,,
df1d482f-0922-44ea-ae1b-7dda8d76741e,c014dd85-a205-4508-abea-c7df83f0465b,2022-11-15T19:54:18.818Z,2022-11-15T22:15:29.000Z,"1720 Chum Live",1720,"Piper's Creek",Chum,Unknown,,,,,,,,,Live,,,,,,,,
386a8239-f9dd-4105-8e34-93c429aa8867,c014dd85-a205-4508-abea-c7df83f0465b,2022-11-15T19:54:15.292Z,2022-11-19T05:11:54.000Z,"1720 Chum Live",1720,"Piper's Creek",Chum,Male,,,,,,,,,Live,,,,,,,,
04af42f2-d05b-48c9-a653-1e6f760e14df,c014dd85-a205-4508-abea-c7df83f0465b,2022-11-15T19:54:02.107Z,2022-11-15T22:15:27.000Z,"1720 Chum Live",1720,"Piper's Creek",Chum,Female,,,,,,,,,Live,,,,,,,,
eea3745f-7ffa-4721-a822-8f6ea35cc823,c014dd85-a205-4508-abea-c7df83f0465b,2022-11-15T19:53:13.029Z,2022-11-15T22:15:25.000Z,"1750 Chum Live",1750,"Piper's Creek",Chum,Female,,,,,,,,,Live,,,,,,,,
93d33924-3b64-448d-8620-b231634e269e,c014dd85-a205-4508-abea-c7df83f0465b,2022-11-15T19:53:01.046Z,2022-11-19T05:11:52.000Z,"1750 Chum Live",1750,"Piper's Creek",Chum,Male,,,,,,,,,Live,,,,,,,,
211db788-25fc-4acb-8601-34f5fc134447,c014dd85-a205-4508-abea-c7df83f0465b,2022-11-15T19:53:00.917Z,2022-11-15T22:15:24.000Z,"1750 Chum Live",1750,"Piper's Creek",Chum,Female,,,,,,,,,Live,,,,,,,,
